prefecture,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Mie,2020/03/20,15,11,45,-23,-44,14
Mie,2020/03/21,-4,7,24,-16,-4,3
Mie,2020/03/22,-7,6,4,-20,-2,3
Mie,2020/03/23,-4,4,-2,-16,-1,3
Mie,2020/03/24,0,6,-3,-16,-2,3
Mie,2020/03/25,3,7,18,-12,-3,2
Mie,2020/03/26,4,11,30,-12,-3,2
Mie,2020/03/27,-5,2,-27,-22,-4,5
Mie,2020/03/28,-8,3,-30,-31,-4,5
Mie,2020/03/29,-9,4,-20,-33,-1,5
Mie,2020/03/30,-5,4,-29,-20,-4,4
Mie,2020/03/31,-2,5,-26,-23,-5,5
Mie,2020/04/01,-16,-7,-34,-28,-6,6
Mie,2020/04/02,-8,7,9,-24,-6,5
Mie,2020/04/03,-11,5,31,-27,-6,5
Mie,2020/04/04,-13,8,21,-37,-8,6
Mie,2020/04/05,-17,8,-1,-41,-8,7
Mie,2020/04/06,-11,6,2,-25,-6,5
Mie,2020/04/07,-7,7,14,-26,-7,5
Mie,2020/04/08,-12,3,14,-28,-8,5
Mie,2020/04/09,-12,4,9,-29,-7,6
Mie,2020/04/10,-16,5,-10,-36,-7,6
Mie,2020/04/11,-20,6,-12,-49,-14,9
Mie,2020/04/12,-32,-6,-61,-63,-14,11
Mie,2020/04/13,-28,-7,-54,-39,-9,9
Mie,2020/04/14,-13,6,-16,-33,-8,7
Mie,2020/04/15,-13,7,1,-37,-9,7
Mie,2020/04/16,-16,6,2,-37,-10,8
Mie,2020/04/17,-24,0,-31,-46,-12,10
Mie,2020/04/18,-36,-9,-56,-63,-19,14
Mie,2020/04/19,-35,-3,-23,-60,-17,10
Mie,2020/04/20,-30,-5,-46,-46,-13,11
Mie,2020/04/21,-25,-2,-4,-43,-14,10
Mie,2020/04/22,-29,-7,-8,-46,-17,11
Mie,2020/04/23,-30,-5,-11,-46,-17,12
Mie,2020/04/24,-30,-4,-18,-49,-18,12
Mie,2020/04/25,-36,-5,-23,-59,-24,13
Mie,2020/04/26,-40,-7,-29,-64,-23,12
Mie,2020/04/27,-28,-3,-16,-46,-17,11
Mie,2020/04/28,-22,1,-7,-45,-18,10
Mie,2020/04/29,-21,-8,11,-61,-55,18
Mie,2020/04/30,-20,3,-2,-49,-26,14
Mie,2020/05/01,-25,-3,-4,-53,-32,17
Mie,2020/05/02,-36,-7,-29,-61,-29,14
Mie,2020/05/03,-38,-7,-35,-65,-26,12
Mie,2020/05/04,-17,-7,-24,-67,-71,29
Mie,2020/05/05,-9,0,23,-61,-72,27
Mie,2020/05/06,-23,-14,-34,-69,-70,28
Mie,2020/05/07,-19,-1,2,-47,-25,13
Mie,2020/05/08,-24,-3,-2,-49,-25,14
Mie,2020/05/09,-32,-9,-38,-61,-19,13
Miyagi,2020/02/15,-2,4,19,-3,4,0
Miyagi,2020/02/16,-8,-4,-35,-15,-1,3
Miyagi,2020/02/17,-2,1,1,1,0,1
Miyagi,2020/02/18,-1,0,-6,-2,0,1
Miyagi,2020/02/19,6,5,15,-1,1,0
Miyagi,2020/02/20,3,5,11,-3,1,1
Miyagi,2020/02/21,-1,1,8,-2,0,1
Miyagi,2020/02/22,-2,4,16,2,-1,1
Miyagi,2020/02/23,0,0,-27,-6,0,1
Miyagi,2020/02/24,26,6,23,-19,-56,16
Miyagi,2020/02/25,0,5,0,0,1,0
Miyagi,2020/02/26,3,6,3,-3,2,0
Miyagi,2020/02/27,0,6,3,-7,1,1
Miyagi,2020/02/28,0,13,0,-14,2,2
Miyagi,2020/02/29,-8,17,-5,-27,7,3
Miyagi,2020/03/01,-10,13,-3,-30,6,3
Miyagi,2020/03/02,-12,1,-18,-21,-2,4
Miyagi,2020/03/03,-3,8,4,-22,-2,3
Miyagi,2020/03/04,-6,3,0,-22,-3,4
Miyagi,2020/03/05,-6,2,-3,-23,-3,4
Miyagi,2020/03/06,-10,-1,-4,-25,-3,5
Miyagi,2020/03/07,-10,4,15,-29,-2,4
Miyagi,2020/03/08,-13,-3,-39,-35,-4,5
Miyagi,2020/03/09,-6,1,6,-19,-3,4
Miyagi,2020/03/10,-10,-4,-25,-23,-5,5
Miyagi,2020/03/11,5,8,27,-19,-4,3
Miyagi,2020/03/12,2,6,21,-19,-3,3
Miyagi,2020/03/13,-4,3,15,-21,-4,4
Miyagi,2020/03/14,-6,3,-6,-25,-5,4
Miyagi,2020/03/15,-4,5,21,-26,-2,3
Miyagi,2020/03/16,-2,1,1,-16,-3,3
Miyagi,2020/03/17,-1,1,6,-19,-4,3
Miyagi,2020/03/18,6,7,32,-15,-2,2
Miyagi,2020/03/19,14,9,39,-10,-4,1
Miyagi,2020/03/20,12,5,7,-35,-56,19
Miyagi,2020/03/21,-3,5,33,-11,-7,2
Miyagi,2020/03/22,-6,2,-5,-19,-2,2
Miyagi,2020/03/23,-1,0,11,-15,-4,3
Miyagi,2020/03/24,2,1,6,-16,-3,3
Miyagi,2020/03/25,11,11,28,-13,-3,2
Miyagi,2020/03/26,6,10,29,-16,-4,3
Miyagi,2020/03/27,-2,5,13,-20,-4,4
Miyagi,2020/03/28,-7,6,9,-25,-2,4
Miyagi,2020/03/29,-14,0,-37,-35,-2,5
Miyagi,2020/03/30,0,3,15,-18,-5,4
Miyagi,2020/03/31,-2,5,18,-22,-4,4
Miyagi,2020/04/01,-9,6,5,-25,-6,5
Miyagi,2020/04/02,-11,4,-2,-29,-9,7
Miyagi,2020/04/03,-13,6,31,-29,-9,6
Miyagi,2020/04/04,-28,4,27,-47,-13,9
Miyagi,2020/04/05,-31,0,-2,-54,-16,9
Miyagi,2020/04/06,-15,2,9,-28,-9,6
Miyagi,2020/04/07,-15,3,23,-32,-11,7
Miyagi,2020/04/08,-13,6,42,-32,-12,7
Miyagi,2020/04/09,-18,2,26,-36,-12,8
Miyagi,2020/04/10,-22,5,6,-39,-12,9
Miyagi,2020/04/11,-30,3,30,-52,-20,10
Miyagi,2020/04/12,-33,0,32,-56,-18,9
Miyagi,2020/04/13,-33,-13,-37,-40,-14,11
Miyagi,2020/04/14,-20,1,-3,-40,-13,9
Miyagi,2020/04/15,-13,12,39,-37,-12,8
Miyagi,2020/04/16,-20,5,18,-40,-14,9
Miyagi,2020/04/17,-24,6,11,-43,-14,11
Miyagi,2020/04/18,-51,-19,-55,-66,-22,15
Miyagi,2020/04/19,-43,-7,-33,-65,-22,12
Miyagi,2020/04/20,-33,-7,-34,-46,-17,12
Miyagi,2020/04/21,-28,-2,-1,-46,-18,11
Miyagi,2020/04/22,-26,1,9,-48,-18,11
Miyagi,2020/04/23,-30,-2,-1,-49,-19,12
Miyagi,2020/04/24,-32,1,-5,-50,-20,14
Miyagi,2020/04/25,-40,-3,3,-58,-25,13
Miyagi,2020/04/26,-43,-8,-8,-63,-27,12
Miyagi,2020/04/27,-29,-2,9,-47,-22,13
Miyagi,2020/04/28,-25,0,3,-48,-23,12
Miyagi,2020/04/29,-21,-2,36,-66,-64,22
Miyagi,2020/04/30,-25,3,16,-51,-27,15
Miyagi,2020/05/01,-32,1,6,-55,-31,18
Miyagi,2020/05/02,-42,-6,5,-61,-31,15
Miyagi,2020/05/03,-41,-8,7,-62,-31,11
Miyagi,2020/05/04,-18,-5,28,-67,-74,29
Miyagi,2020/05/05,-15,1,34,-66,-74,29
Miyagi,2020/05/06,-24,-6,-13,-70,-72,29
Miyagi,2020/05/07,-26,-1,9,-47,-20,12
Miyagi,2020/05/08,-29,-2,16,-50,-21,14
Miyagi,2020/05/09,-33,-4,9,-55,-18,11
Miyazaki,2020/02/15,-1,0,-16,-6,2,2
Miyazaki,2020/02/16,-2,-1,-27,-6,0,2
Miyazaki,2020/02/17,-1,0,0,8,2,0
Miyazaki,2020/02/18,2,1,-6,2,0,1
Miyazaki,2020/02/19,1,0,11,4,0,0
Miyazaki,2020/02/20,2,2,15,6,1,0
Miyazaki,2020/02/21,-1,1,-1,3,1,0
Miyazaki,2020/02/22,-1,3,-2,4,0,1
Miyazaki,2020/02/23,6,5,25,22,2,-2
Miyazaki,2020/02/24,24,2,66,25,-48,10
Miyazaki,2020/02/25,3,5,0,3,1,0
Miyazaki,2020/02/26,1,4,6,0,2,0
Miyazaki,2020/02/27,2,7,7,-1,1,1
Miyazaki,2020/02/28,6,17,-11,-12,2,1
Miyazaki,2020/02/29,-6,7,-40,-27,4,4
Miyazaki,2020/03/01,-9,0,-46,-31,3,5
Miyazaki,2020/03/02,-1,2,-2,-14,1,2
Miyazaki,2020/03/03,0,4,-2,-15,0,2
Miyazaki,2020/03/04,-3,1,-14,-18,-1,3
Miyazaki,2020/03/05,-3,4,4,-16,-1,3
Miyazaki,2020/03/06,-9,2,-1,-19,-1,4
Miyazaki,2020/03/07,-16,-2,-39,-32,-3,7
Miyazaki,2020/03/08,-11,2,-6,-19,-1,4
Miyazaki,2020/03/09,-9,-2,-13,-16,0,3
Miyazaki,2020/03/10,-1,5,-15,-16,-2,4
Miyazaki,2020/03/11,-2,5,2,-11,-2,3
Miyazaki,2020/03/12,-3,5,9,-10,-2,2
Miyazaki,2020/03/13,-5,3,-5,-19,-1,4
Miyazaki,2020/03/14,-5,3,-7,-20,-6,4
Miyazaki,2020/03/15,-8,3,-13,-17,-2,4
Miyazaki,2020/03/16,-1,1,-2,-10,-1,3
Miyazaki,2020/03/17,-5,1,-4,-14,-1,3
Miyazaki,2020/03/18,-4,2,7,-10,-1,3
Miyazaki,2020/03/19,3,6,1,-6,-1,1
Miyazaki,2020/03/20,12,7,49,-3,-48,13
Miyazaki,2020/03/21,-8,3,22,-9,-7,3
Miyazaki,2020/03/22,-11,-1,-38,-22,-2,5
Miyazaki,2020/03/23,-3,0,9,-9,0,2
Miyazaki,2020/03/24,0,2,6,-9,-2,2
Miyazaki,2020/03/25,5,6,13,-8,-5,2
Miyazaki,2020/03/26,-2,4,-20,-15,-3,3
Miyazaki,2020/03/27,-4,2,-23,-19,-3,4
Miyazaki,2020/03/28,-11,0,-31,-30,-4,6
Miyazaki,2020/03/29,-7,7,4,-15,2,3
Miyazaki,2020/03/30,-4,-1,-33,-17,-3,4
Miyazaki,2020/03/31,-2,4,-16,-16,-3,4
Miyazaki,2020/04/01,-6,1,-5,-20,-4,3
Miyazaki,2020/04/02,-6,2,32,-17,-5,3
Miyazaki,2020/04/03,-9,2,18,-20,-5,4
Miyazaki,2020/04/04,-13,5,24,-27,-7,5
Miyazaki,2020/04/05,-13,5,19,-27,-6,5
Miyazaki,2020/04/06,-7,4,14,-16,-5,3
Miyazaki,2020/04/07,-9,3,3,-21,-6,4
Miyazaki,2020/04/08,-12,1,8,-24,-7,4
Miyazaki,2020/04/09,-12,1,8,-25,-9,5
Miyazaki,2020/04/10,-11,3,0,-27,-9,6
Miyazaki,2020/04/11,-17,4,0,-36,-13,8
Miyazaki,2020/04/12,-28,-7,-63,-55,-14,11
Miyazaki,2020/04/13,-14,-1,-15,-27,-5,6
Miyazaki,2020/04/14,-14,-1,1,-25,-6,5
Miyazaki,2020/04/15,-11,6,1,-24,-7,5
Miyazaki,2020/04/16,-14,4,9,-25,-7,5
Miyazaki,2020/04/17,-19,2,-15,-34,-7,7
Miyazaki,2020/04/18,-23,2,-8,-37,-11,9
Miyazaki,2020/04/19,-27,-4,-26,-42,-12,9
Miyazaki,2020/04/20,-17,-2,-10,-26,-6,6
Miyazaki,2020/04/21,-18,1,-9,-30,-9,7
Miyazaki,2020/04/22,-20,-1,-8,-30,-10,7
Miyazaki,2020/04/23,-21,-1,-12,-31,-10,8
Miyazaki,2020/04/24,-22,1,-14,-34,-10,8
Miyazaki,2020/04/25,-27,1,-18,-39,-17,11
Miyazaki,2020/04/26,-32,-3,-29,-43,-19,10
Miyazaki,2020/04/27,-18,-1,-8,-30,-11,8
Miyazaki,2020/04/28,-14,3,-10,-31,-12,7
Miyazaki,2020/04/29,-14,0,14,-42,-55,16
Miyazaki,2020/04/30,-19,5,0,-36,-16,9
Miyazaki,2020/05/01,-25,2,-9,-39,-18,11
Miyazaki,2020/05/02,-31,0,-18,-47,-19,12
Miyazaki,2020/05/03,-36,-9,-64,-62,-23,13
Miyazaki,2020/05/04,-10,0,5,-40,-64,22
Miyazaki,2020/05/05,-9,3,12,-39,-65,22
Miyazaki,2020/05/06,-18,-2,4,-46,-62,23
Miyazaki,2020/05/07,-20,1,-6,-34,-11,7
Miyazaki,2020/05/08,-23,0,-12,-38,-12,9
Miyazaki,2020/05/09,-27,-2,-33,-50,-11,11
Nagano,2020/02/15,-2,3,6,-4,6,0
Nagano,2020/02/16,-5,-1,-31,-9,0,2
Nagano,2020/02/17,1,1,3,1,0,0
Nagano,2020/02/18,2,1,-5,-2,0,1
Nagano,2020/02/19,2,2,5,-1,0,0
Nagano,2020/02/20,3,4,0,1,0,0
Nagano,2020/02/21,-1,2,5,1,1,1
Nagano,2020/02/22,-2,5,-8,6,-2,1
Nagano,2020/02/23,6,9,9,9,1,0
Nagano,2020/02/24,30,6,54,13,-51,13
Nagano,2020/02/25,0,5,-8,-2,1,1
Nagano,2020/02/26,-3,5,-7,-7,1,1
Nagano,2020/02/27,-3,5,-10,-8,0,2
Nagano,2020/02/28,-1,15,-6,-14,1,2
Nagano,2020/02/29,-8,11,-15,-25,7,3
Nagano,2020/03/01,-9,7,-10,-26,2,4
Nagano,2020/03/02,-6,3,-6,-21,0,3
Nagano,2020/03/03,-1,7,4,-19,-1,3
Nagano,2020/03/04,-6,2,-8,-22,-2,4
Nagano,2020/03/05,-6,1,-12,-20,-2,4
Nagano,2020/03/06,-8,1,1,-21,-1,4
Nagano,2020/03/07,-10,2,-1,-25,0,5
Nagano,2020/03/08,-12,0,-38,-31,-3,6
Nagano,2020/03/09,-5,-1,13,-19,-2,3
Nagano,2020/03/10,-5,0,-25,-21,-3,4
Nagano,2020/03/11,-1,4,8,-18,-3,3
Nagano,2020/03/12,0,4,12,-16,-2,3
Nagano,2020/03/13,-3,2,7,-20,-2,4
Nagano,2020/03/14,-13,-5,-44,-34,-6,7
Nagano,2020/03/15,-4,5,-6,-25,-1,4
Nagano,2020/03/16,-9,-4,-20,-21,-2,4
Nagano,2020/03/17,3,4,4,-18,-3,3
Nagano,2020/03/18,1,3,13,-16,-4,3
Nagano,2020/03/19,9,7,14,-8,-3,1
Nagano,2020/03/20,17,11,23,-12,-51,16
Nagano,2020/03/21,-2,7,31,-11,-6,3
Nagano,2020/03/22,-6,3,-15,-12,0,3
Nagano,2020/03/23,-1,1,10,-13,-2,2
Nagano,2020/03/24,1,2,-5,-16,-3,3
Nagano,2020/03/25,4,7,16,-13,-4,2
Nagano,2020/03/26,3,10,26,-11,-4,2
Nagano,2020/03/27,-3,5,-6,-20,-5,5
Nagano,2020/03/28,-11,3,-25,-33,-3,5
Nagano,2020/03/29,-31,-11,-56,-44,-4,8
Nagano,2020/03/30,-4,4,-11,-22,-6,4
Nagano,2020/03/31,0,8,0,-24,-4,4
Nagano,2020/04/01,-13,0,-23,-29,-6,5
Nagano,2020/04/02,-8,4,0,-27,-7,5
Nagano,2020/04/03,-11,3,17,-29,-6,5
Nagano,2020/04/04,-16,4,8,-38,-7,6
Nagano,2020/04/05,-18,5,-7,-42,-7,6
Nagano,2020/04/06,-9,3,9,-26,-9,5
Nagano,2020/04/07,-9,5,10,-24,-6,4
Nagano,2020/04/08,-15,4,11,-26,-6,4
Nagano,2020/04/09,-16,2,7,-27,-6,5
Nagano,2020/04/10,-19,2,-3,-38,-8,7
Nagano,2020/04/11,-27,0,4,-50,-16,10
Nagano,2020/04/12,-31,-2,-18,-56,-14,9
Nagano,2020/04/13,-30,-10,-40,-42,-9,9
Nagano,2020/04/14,-17,2,0,-36,-9,7
Nagano,2020/04/15,-16,6,23,-35,-10,7
Nagano,2020/04/16,-19,3,13,-37,-11,7
Nagano,2020/04/17,-24,2,3,-44,-12,10
Nagano,2020/04/18,-44,-14,-60,-66,-18,14
Nagano,2020/04/19,-35,-4,-10,-57,-15,10
Nagano,2020/04/20,-29,-6,-29,-46,-12,10
Nagano,2020/04/21,-24,-2,5,-43,-13,9
Nagano,2020/04/22,-28,-4,-5,-45,-14,9
Nagano,2020/04/23,-29,-4,-5,-45,-14,10
Nagano,2020/04/24,-32,-2,-13,-51,-15,12
Nagano,2020/04/25,-38,-6,-14,-61,-21,12
Nagano,2020/04/26,-42,-10,-33,-67,-22,12
Nagano,2020/04/27,-26,-2,-2,-47,-16,10
Nagano,2020/04/28,-20,3,1,-48,-17,9
Nagano,2020/04/29,-22,-6,18,-62,-57,19
Nagano,2020/04/30,-22,4,5,-49,-23,12
Nagano,2020/05/01,-26,1,3,-55,-28,16
Nagano,2020/05/02,-39,-6,-17,-64,-24,13
Nagano,2020/05/03,-39,-7,-18,-67,-24,10
Nagano,2020/05/04,-14,-3,10,-68,-72,27
Nagano,2020/05/05,-10,3,26,-64,-72,27
Nagano,2020/05/06,-27,-10,-31,-71,-70,29
Nagano,2020/05/07,-25,0,-2,-49,-18,11
Nagano,2020/05/08,-28,-1,5,-51,-18,12
Nagano,2020/05/09,-38,-8,-29,-65,-10,11
Nagasaki,2020/02/15,-2,2,-11,-7,2,0
Nagasaki,2020/02/16,-6,-3,-35,-13,-1,2
Nagasaki,2020/02/17,-9,-1,-22,-6,1,3
Nagasaki,2020/02/18,-2,-2,-16,-3,-1,1
Nagasaki,2020/02/19,2,1,5,1,1,0
Nagasaki,2020/02/20,4,3,5,2,1,0
Nagasaki,2020/02/21,0,2,-1,3,1,0
Nagasaki,2020/02/22,-1,4,-3,-1,-1,0
Nagasaki,2020/02/23,7,6,34,14,2,-2
Nagasaki,2020/02/24,18,3,42,-3,-48,10
Nagasaki,2020/02/25,0,3,-12,2,1,0
Nagasaki,2020/02/26,2,4,4,-1,2,0
Nagasaki,2020/02/27,2,6,3,-3,1,0
Nagasaki,2020/02/28,-1,10,-17,-10,2,2
Nagasaki,2020/02/29,-9,7,-40,-26,3,4
Nagasaki,2020/03/01,-8,4,-27,-24,3,4
Nagasaki,2020/03/02,-3,6,0,-12,2,2
Nagasaki,2020/03/03,-2,5,-7,-13,1,2
Nagasaki,2020/03/04,-5,1,-9,-17,-1,3
Nagasaki,2020/03/05,-3,3,-1,-15,-1,3
Nagasaki,2020/03/06,-6,1,-2,-17,-1,3
Nagasaki,2020/03/07,-14,-4,-37,-32,-3,6
Nagasaki,2020/03/08,-5,5,13,-20,0,3
Nagasaki,2020/03/09,-8,-1,-8,-15,1,3
Nagasaki,2020/03/10,-3,1,-23,-19,-3,4
Nagasaki,2020/03/11,1,4,6,-12,-1,2
Nagasaki,2020/03/12,0,5,10,-11,-1,2
Nagasaki,2020/03/13,-3,2,-7,-15,-1,3
Nagasaki,2020/03/14,-4,5,-3,-23,-3,3
Nagasaki,2020/03/15,-5,5,1,-22,-2,4
Nagasaki,2020/03/16,-5,3,1,-13,1,3
Nagasaki,2020/03/17,-1,3,0,-12,-2,2
Nagasaki,2020/03/18,2,3,14,-10,-2,2
Nagasaki,2020/03/19,7,6,7,-6,-1,0
Nagasaki,2020/03/20,13,7,34,-17,-46,12
Nagasaki,2020/03/21,-3,6,25,-13,-5,2
Nagasaki,2020/03/22,-7,1,-3,-16,-2,3
Nagasaki,2020/03/23,-2,4,15,-6,0,2
Nagasaki,2020/03/24,1,3,8,-7,-1,2
Nagasaki,2020/03/25,6,8,23,-3,-2,1
Nagasaki,2020/03/26,-3,1,-19,-12,-3,3
Nagasaki,2020/03/27,-9,-3,-31,-17,-5,5
Nagasaki,2020/03/28,-10,1,-33,-24,-4,5
Nagasaki,2020/03/29,-3,8,30,-12,3,2
Nagasaki,2020/03/30,-3,4,-11,-11,-2,3
Nagasaki,2020/03/31,-1,6,-2,-11,-2,2
Nagasaki,2020/04/01,-9,2,-17,-20,-5,4
Nagasaki,2020/04/02,-7,6,19,-17,-6,3
Nagasaki,2020/04/03,-12,4,8,-21,-6,5
Nagasaki,2020/04/04,-16,7,18,-32,-7,6
Nagasaki,2020/04/05,-15,8,29,-34,-7,6
Nagasaki,2020/04/06,-11,6,15,-18,-4,4
Nagasaki,2020/04/07,-8,5,2,-20,-8,4
Nagasaki,2020/04/08,-9,4,8,-21,-10,4
Nagasaki,2020/04/09,-13,4,3,-24,-7,5
Nagasaki,2020/04/10,-15,3,-8,-26,-7,5
Nagasaki,2020/04/11,-18,5,-6,-40,-13,8
Nagasaki,2020/04/12,-27,-5,-48,-53,-14,10
Nagasaki,2020/04/13,-20,-1,-28,-31,-5,6
Nagasaki,2020/04/14,-13,2,-7,-26,-7,5
Nagasaki,2020/04/15,-11,8,-1,-24,-7,4
Nagasaki,2020/04/16,-13,7,0,-26,-7,5
Nagasaki,2020/04/17,-21,0,-27,-33,-8,8
Nagasaki,2020/04/18,-25,2,-13,-48,-12,9
Nagasaki,2020/04/19,-32,-7,-33,-57,-16,11
Nagasaki,2020/04/20,-20,1,-10,-32,-6,6
Nagasaki,2020/04/21,-21,0,-14,-36,-10,7
Nagasaki,2020/04/22,-25,-4,-12,-39,-12,8
Nagasaki,2020/04/23,-26,-3,-18,-42,-13,9
Nagasaki,2020/04/24,-26,0,-17,-44,-13,10
Nagasaki,2020/04/25,-33,-1,-21,-53,-18,12
Nagasaki,2020/04/26,-36,-5,-17,-57,-21,11
Nagasaki,2020/04/27,-25,-1,-4,-40,-13,9
Nagasaki,2020/04/28,-21,2,-9,-41,-16,8
Nagasaki,2020/04/29,-21,-4,10,-56,-56,16
Nagasaki,2020/04/30,-21,4,-1,-38,-20,10
Nagasaki,2020/05/01,-28,-1,-10,-43,-22,13
Nagasaki,2020/05/02,-34,-3,-15,-51,-22,12
Nagasaki,2020/05/03,-41,-14,-56,-64,-28,14
Nagasaki,2020/05/04,-16,-1,1,-56,-64,23
Nagasaki,2020/05/05,-14,-1,6,-54,-65,23
Nagasaki,2020/05/06,-21,-6,4,-56,-62,23
Nagasaki,2020/05/07,-21,-1,-7,-36,-12,8
Nagasaki,2020/05/08,-24,-2,-12,-38,-12,9
Nagasaki,2020/05/09,-32,-7,-50,-54,-12,12
Nara,2020/02/15,-1,8,-15,-7,3,1
Nara,2020/02/16,-10,-5,-41,-17,-2,3
Nara,2020/02/17,-5,4,-14,-2,2,1
Nara,2020/02/18,-4,4,-11,-4,-1,1
Nara,2020/02/19,-1,5,9,-2,0,0
Nara,2020/02/20,2,5,6,-2,-1,0
Nara,2020/02/21,-1,5,12,1,0,0
Nara,2020/02/22,-7,0,-32,-13,-2,2
Nara,2020/02/23,1,10,31,1,1,0
Nara,2020/02/24,24,14,75,-28,-56,14
Nara,2020/02/25,0,9,-5,-2,1,1
Nara,2020/02/26,0,6,-1,-1,0,1
Nara,2020/02/27,-1,6,-6,-5,-1,1
Nara,2020/02/28,2,15,-2,-5,2,1
Nara,2020/02/29,-6,7,-44,-26,2,4
Nara,2020/03/01,-3,21,12,-20,3,2
Nara,2020/03/02,-5,11,1,-11,-1,3
Nara,2020/03/03,0,13,14,-13,-2,3
Nara,2020/03/04,-13,-3,-32,-17,-5,5
Nara,2020/03/05,-6,6,-8,-15,-4,4
Nara,2020/03/06,-5,6,14,-14,-3,4
Nara,2020/03/07,-4,9,10,-26,-5,4
Nara,2020/03/08,-15,1,-41,-37,-7,6
Nara,2020/03/09,-5,6,20,-10,-2,3
Nara,2020/03/10,-10,-2,-33,-17,-6,5
Nara,2020/03/11,-2,7,13,-12,-5,3
Nara,2020/03/12,0,8,36,-11,-5,3
Nara,2020/03/13,-1,7,18,-11,-5,3
Nara,2020/03/14,-10,-1,-46,-32,-9,6
Nara,2020/03/15,-4,12,21,-21,-3,3
Nara,2020/03/16,-9,2,-21,-13,-3,4
Nara,2020/03/17,0,8,18,-13,-4,3
Nara,2020/03/18,-1,8,26,-8,-4,2
Nara,2020/03/19,6,9,21,-7,-5,1
Nara,2020/03/20,25,20,70,-29,-55,14
Nara,2020/03/21,1,11,39,-15,-8,3
Nara,2020/03/22,-5,8,24,-21,-4,3
Nara,2020/03/23,-2,5,16,-9,-3,3
Nara,2020/03/24,1,6,9,-12,-4,3
Nara,2020/03/25,5,10,33,-6,-5,2
Nara,2020/03/26,4,13,40,-8,-6,2
Nara,2020/03/27,-7,2,-30,-13,-7,5
Nara,2020/03/28,-9,4,-39,-32,-8,6
Nara,2020/03/29,-7,11,10,-27,-5,4
Nara,2020/03/30,-5,5,-18,-14,-6,5
Nara,2020/03/31,2,11,25,-15,-6,4
Nara,2020/04/01,-18,-2,-30,-18,-9,6
Nara,2020/04/02,-6,11,23,-16,-9,5
Nara,2020/04/03,-8,10,49,-14,-8,5
Nara,2020/04/04,-8,16,53,-28,-10,6
Nara,2020/04/05,-13,16,55,-30,-9,6
Nara,2020/04/06,-11,12,28,-16,-7,5
Nara,2020/04/07,-8,10,28,-21,-11,6
Nara,2020/04/08,-13,11,30,-23,-13,6
Nara,2020/04/09,-13,7,24,-26,-15,7
Nara,2020/04/10,-16,8,3,-27,-14,9
Nara,2020/04/11,-17,12,5,-44,-19,9
Nara,2020/04/12,-37,-10,-65,-60,-21,12
Nara,2020/04/13,-29,-7,-51,-36,-16,11
Nara,2020/04/14,-14,9,7,-35,-17,9
Nara,2020/04/15,-12,14,21,-32,-17,9
Nara,2020/04/16,-14,10,18,-34,-18,10
Nara,2020/04/17,-18,9,-8,-38,-19,11
Nara,2020/04/18,-34,-5,-51,-57,-23,14
Nara,2020/04/19,-33,-1,6,-52,-21,10
Nara,2020/04/20,-27,-1,-21,-39,-19,12
Nara,2020/04/21,-25,2,9,-41,-22,12
Nara,2020/04/22,-29,-1,-1,-41,-24,12
Nara,2020/04/23,-31,-3,-8,-43,-25,13
Nara,2020/04/24,-30,2,-11,-42,-24,14
Nara,2020/04/25,-32,0,-13,-54,-25,12
Nara,2020/04/26,-38,-5,-11,-56,-25,11
Nara,2020/04/27,-27,1,-8,-40,-23,13
Nara,2020/04/28,-21,4,-1,-42,-25,11
Nara,2020/04/29,-17,1,24,-63,-64,20
Nara,2020/04/30,-20,8,0,-43,-30,14
Nara,2020/05/01,-24,4,-4,-46,-32,16
Nara,2020/05/02,-34,-2,-22,-57,-29,13
Nara,2020/05/03,-37,-5,-24,-61,-28,11
Nara,2020/05/04,-15,2,2,-69,-71,26
Nara,2020/05/05,-10,8,26,-66,-71,25
Nara,2020/05/06,-23,-3,-3,-68,-70,26
Nara,2020/05/07,-25,1,-3,-39,-22,11
Nara,2020/05/08,-28,0,-6,-39,-22,13
Nara,2020/05/09,-33,-4,-33,-53,-19,12
Niigata,2020/02/15,3,1,14,4,5,0
Niigata,2020/02/16,-4,0,-16,-6,0,2
Niigata,2020/02/17,0,-2,-7,-1,0,1
Niigata,2020/02/18,-2,-1,-2,-3,0,1
Niigata,2020/02/19,3,4,10,1,0,1
Niigata,2020/02/20,3,5,0,-1,0,1
Niigata,2020/02/21,3,3,15,3,0,0
Niigata,2020/02/22,0,3,-5,9,-1,1
Niigata,2020/02/23,0,0,-21,2,0,1
Niigata,2020/02/24,34,10,17,4,-58,15
Niigata,2020/02/25,0,5,-2,-2,0,0
Niigata,2020/02/26,3,6,9,-2,1,1
Niigata,2020/02/27,2,6,0,-5,1,1
Niigata,2020/02/28,3,14,0,-13,1,1
Niigata,2020/02/29,-3,12,-9,-23,11,2
Niigata,2020/03/01,-8,8,-9,-29,2,4
Niigata,2020/03/02,-3,4,-1,-20,-1,2
Niigata,2020/03/03,-3,10,0,-22,-3,3
Niigata,2020/03/04,-4,5,2,-23,-3,4
Niigata,2020/03/05,-10,-1,-22,-27,-4,5
Niigata,2020/03/06,-7,2,-5,-26,-3,5
